title,published_at,channel_title,like_count,comment,commenter_id,comment_published_at
,,,,"Wow. Such excuse-making for everything from sex abusers to mass murderers to deadbeat dads to bad cops.  It makes me think the church is a haven for bad people, like really bad people. And apparently it’s leaders are simultaneously propping up both the patriarchy (no surprise there) and the most dehumanizing aspects of capitalism.",UC00OO_7LxL9Yj-yUI-dxUlg,2023-01-17T04:16:14Z
,,,,"I disagree with the preachers who say that you have to talk personally with those you are angry with to “forgive” them and be “friends” with them again. No. You can forgive them from afar, not speak with them, and know that you cannot trust them. If you are at a party and they happen to be there, you don’t have to go out of your way to be “nice” and “kissy-kiss/huggy-hug” to them, just be civil. <br>	BTW is there any record of Jesus having forgiven a Pharisee? After He rose again, did He go back to the Chief Priests and others responsible for having him put to death tell them that He had forgiven them? When He forgave them on the cross, was it “up close and personal”?<br>P.S.:  There was a “Christian” husband who constantly lost his jobs, abused his wife and even landed her in the hospital WHILE SHE WAS PREGNANT! Fortunately, she did not lose the baby. When she left him, he had the unmitigated gall to go to the Singles’ group in that church. I don’t know why that particular church allowed it! Furthermore, who did he decide he was going to come after? You guessed it! ME! No matter how cold I was, he kept stalking me! Although some said I shouldn’t have left the church, this was before the anti-stalking laws; therefore, I went to another one and later moved away.<br>P.P.S.: He died. Not a Christian sentiment, but NO GREAT LOSS!",UCtj7B2r9ocmRnqESh0m-jww,2023-01-16T19:32:28Z
,,,,Over here giggling at the sound of packing tape as Christ&#39;s cross is constructed. It&#39;s possible I&#39;m missing the point. 🤭,UCoDh3fxcfXPAElTYQOFwIuw,2023-01-16T19:25:21Z
,,,,"&quot;What would we do to break the heart of God and hurt his people?&quot; Easy. Start a cult that claims to serve God while blatantly demonizing It, and use the stolen power of this cult to ruin civilization. 🙁",UCK87IsU8U-MKkvyn39f07zQ,2023-01-16T19:23:38Z
,,,,"Tough to choose between lust and wrath, but I am pretty sure this one is mine. All these random hookups are not putting a dent in the hatred I feel for these people and their cult.",UCK87IsU8U-MKkvyn39f07zQ,2023-01-16T19:19:12Z
,,,,"Yeah I worked at a bike shop for a while. Loved the work, learned a lot, including not to deal with Schwinn merchandise, because it is all designed to be entirely unique into itself, to a degree of absurdity, to ensure that no such parts are able to be utilized interchangeably. This is also why, much later on, I never needed to purchase an Apple product to know that it is all sh*t.",UCK87IsU8U-MKkvyn39f07zQ,2023-01-16T19:13:04Z
,,,,"Hey Trevor, I&#39;m a big fan of the channel. I grew up in church, played guitar for my church for years and blah blah blah, but my question is rather out of curiosity here- speaking of rage.. Have you ever had any of the pastors you show in your videos reach out to you about having used their clips? I&#39;m guessing you have some funny stories there. Keep up the great work!",UCFvNv4UfgePL4R3s-foH0GQ,2023-01-16T18:38:58Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=35m58s"">35:58</a> Man&#39;s got some Rick Grimes vibes goin&#39; on there.",UCeztxZsRjUaT2R0gG0mtltQ,2023-01-16T17:25:43Z
,,,,"i am a peaceful man, i have no surviving enemies",UCguUChlR6d3z-bVGl6j9a4g,2023-01-16T16:28:11Z
,,,,It so awkward watching him tape up that cross! Why the hell would you ever start talking about a man breaking into my home and R-wording me!!??!?? Wtf wasn’t on my mind before but now my anxiety’s not going to let it go!,UC1QinES9vz0HKoVdJxTMNFw,2023-01-16T15:05:01Z
,,,,Cubans are amazing with the creativity in keeping those cars running.  Your dad might be a hero there.,UChViY10oY20oyds0pNPbt5A,2023-01-16T14:15:04Z
,,,,"The ones who are keeping us divided aren&#39;t demons, they&#39;re mostly monstrously selfish humans, largely motivated by greed and lust for power.",UCccYip1f5BlFmE6MVHRl5Zg,2023-01-16T12:04:53Z
,,,,"Surely, that the jealous Old Testament God can get away with pointing his self-righteous finger at anyone else at all when it comes to wrath is the ultimate example of chutzpah in the Bible.",UCccYip1f5BlFmE6MVHRl5Zg,2023-01-16T11:50:52Z
,,,,FYI John Deere finally settled on the repair issue...we can fix stuff legally!,UC58drHH4gRSQpTrQI9XASyw,2023-01-16T11:38:09Z
,,,,John MacArthur was very active in the black community during the civil rights movement… he even visited the sight MLK was killed the night he was assassinated and was even arrested for associating with black men. This indicates that MacArthur is dishonest.,UCmAqomFpFvntuJtVx5w_cpQ,2023-01-15T23:22:57Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=18m06s"">18:06</a><br>Apologist: &quot;I WILL PROTECT MY LOVED ONES!&quot;<br>Apologist&#39;s god: &quot;I need a drink and a snack for this.&quot;",UCnRwo9LOLQot0w9Aj4m5ASw,2023-01-15T22:12:51Z
,,,,"Dude, when I was doing <a href=""http://www.youtube.com/results?search_query=%23metoo"">#metoo</a>. It was like that boy that did that thing to me, that group of girls that touched me. They don&#39;t matter anymore. We can ruin almost anyone powerful&#39;s life.",UC2z_jT5a7oYPB9Dx6flsa8g,2023-01-15T21:29:25Z
,,,,"So like, theoretically if I see social, political, financial, and artworld/entertainment and psychological systems as a gameboard where I can play with the pieces and see the results, and bad things have happened (even if I have been shocked and saddened by, or have regretted the results of) have hurt or killed people at all, I should turn myself into the international (U.N.? Hague?) or national authorities? I don&#39;t think anyone would believe I pulled the string on the global, national, or state system if I told them. Then again, my youtube comments are there....for anyone to see...just dig &#39;em up. It probably would take a task-force.",UC2z_jT5a7oYPB9Dx6flsa8g,2023-01-15T21:26:55Z
,,,,Listening to some of those pastors makes me sick.,UChbeel7Zs_d2doXK1mXH5ow,2023-01-15T21:11:21Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=44m15s"">44:15</a> So what I’m hearing is that: God loves humans and doesn’t want a human to go through life holding onto pain and anger yet will allow situations that cause humans to go through life holding onto pain and anger? And if He allows an awful thing to be done to you, it is now on you to do the work to put away the pain and anger? Some of the people who claim to love God need to stop speaking for him bc they are making him look like a severely negligent parent, not the perfectly loving one that they claim he is.",UCzkPICVbpmTeuUDsIdopfzw,2023-01-15T19:10:25Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=38m53s"">38:53</a> lmao, golden.",UCY91bl5QqlI-wpTeR7CW1DQ,2023-01-15T18:19:14Z
,,,,"I was always told to repress my anger or any negative emotions because it&#39;s wrong to be wrathful and that it&#39;ll give Satan easy access to my soul. That&#39;s a bunch of baloney and I had enough. I have every right to be mad and I now carry a grudge against the very religious institution that mistreated me on a psychological and mental level. Would I forgive the people within, probably not because there are some things that don&#39;t deserve to be forgiven and I was taught toxic forgiveness as well to forgive no matter what but that never sat well with me.",UCD6pX1nA-27SXLaCJP8NP0g,2023-01-15T15:50:57Z
,,,,Love ya Trev ❤,UCDhhD4O3mT-kEZ50HqTXA1g,2023-01-15T14:52:48Z
,,,,"<a href=""https://www.youtube.com/watch?v=B_-kjctRjUs&amp;t=30m10s"">30:10</a> &quot;You are leaven&quot; -- does this man know what leaven is?  It&#39;s the yeast that makes bread rise.  It&#39;s not a bad thing, unless you disapprove of anything other than flatbread.  AFAIK, the main mention of leaven in the Bible is when the Jews had to leave somewhere -- Egypt? -- without taking the time to let their bread rise.  Hence Passover mandates the eating of unleavened bread.  Why does he think leaven is a way of rebuking and condemning people?",UC4l80iaoDcZZzBGaWXoxD8g,2023-01-15T14:31:47Z
,,,,"Bro im going through deconstruction and stoned as hell rn, you have no idea how much i needed this right now",UC1fPBrBTtDS2uZ41OkqVvbw,2023-01-15T14:24:32Z
,,,,"Your show is one of the most important shows on YouTube, to me. I just wish I could pay you.<br>👍 Always ♥️",UC5eNbL3bzC5_AZ5w5FYIt4A,2023-01-15T13:09:50Z
,,,,The narrator talks about not being able to reconcile with someone that hurt him in the past. Forgiveness isn&#39;t about reconciliation. It&#39;s a decision to not allow your own negative feelings about that situation to continue. It&#39;s still OK to not let that person back into your life. That&#39;s a healthy boundary to have in order to protect yourself.,UCxBnoV27UWyOlAoATAwX6mw,2023-01-15T13:08:24Z
,,,,Nothing like believing in a god who seemingly uses rape as a tool of evangelism. Your rape was apparently fine as it can bring souls to christ. Fucking dumb nasty shit. Do not forgive those who wrong you. They will simply recognise you as the mark you are. When someone teaches you they are vile. Remember that and remove them from your life. Your life will be better. Do not allow people to abuse you or those you love. And if a God requires you to forgive a beast he is not the hero of the tale he is a demon. A protector of beasts is a beast,UCgQGnta6I-BUmLqxaiLVrTw,2023-01-15T12:56:22Z
,,,,"Literally just saying what is sin for thee is righteous for me... And no you sick person, we do not all agree that everyone would be killing people without legal consequences if they could. The fact that you think this is sickening and tells us all we need to know about you, and your dogma... And yeah I absolutely have higher standards than god. I do not condone slavery, or genocide. If god is the most holy, and actually existed being holy means being a monster...",UCx51ENshnlEg9e_IC9PKeHg,2023-01-15T11:29:30Z
,,,,There&#39;s Anger in the Bible. Jesus was angry once. What&#39;s Your POINT? MacArthur!!???,UCfmZyKAZC9v3IK7PAVCBbZQ,2023-01-15T06:58:54Z
,,,,"Love how their descriptions entirely miscategorize realistic reactions of healthy boundaries, abuse, grief, fear, hurt and prejudice as &quot;sinful anger&quot;. Very telling how they sound almost exactly like Fox News, too.",UCheduI-Hi6imCxdgewfQwxQ,2023-01-15T04:47:01Z
,,,,The conflation is strong is this one.,UCcNEO1YqoppqDHV6u9-uzXg,2023-01-15T03:29:24Z
,,,,So God and Jesus can commit the seven deadly sins but they do it in the &quot;rigjt way&quot; because they&#39;re devine. Just another biblical WTF.,UCcNEO1YqoppqDHV6u9-uzXg,2023-01-15T03:14:10Z
,,,,"&quot;If people were actually free to do what they actually wanted to do (in the context of sinful hate) without repercussions, mankind would have slaughtered himself long ago.&quot;<br>Noah building a boat to survive world demolition: 👁👄👁<br>God causing it: 😇",UCK9g_a7dZHNqtoLIo2saDkA,2023-01-15T03:07:44Z
